Time_s,Top_C,Bottom_C,Capplate_C,Cylinder_C,Thermalbridge_C,Baseplate_C
683.7401154,183.3,78.7,30.2,34.7,72.5,26.5
684.3689697,183.7,78.7,30.2,35,72.5,27
684.9634068,184,78.7,30.2,35,72.5,26.5
685.5594495,184.4,78.7,30.6,35,72.3,27
686.1574876,184.7,78.5,30.2,34.7,72.1,27
686.754008,185.1,78.5,30.6,34.7,72,26.5
687.3516759,185.5,78.5,30.2,34.7,72.1,27
687.9647532,185.8,78.2,30.2,34.7,72,27
688.5637568,186.2,78.4,30.2,34.7,72.1,26.5
689.1604912,186.6,78.2,30.6,34.7,72.1,26.5
689.7569154,187,78.2,30.2,34.7,72.1,27
690.3550051,187.7,78.2,30.2,34.7,72.1,27
690.9535259,187.7,78.1,30.2,34.7,72,27
691.5510959,188.5,78.1,30.6,34.3,71.8,27
692.1505688,188.5,78.1,30.6,34.3,71.8,26.5
692.7473803,189.3,77.9,30.6,34.3,71.8,26.5
693.3409454,189.7,77.9,30.2,34.7,71.8,27
693.9369687,189.7,77.9,30.6,34.7,71.8,27
694.5333507,190.1,77.7,30.2,34.7,72,27
695.1288486,190.5,77.7,30.6,35,72,27
695.7226237,190.9,77.7,30.6,35,72.1,27
696.3343333,191.3,77.7,30.6,35,72.1,27
696.9313162,191.7,77.6,30.6,35,72.3,27
697.5294655,191.7,77.6,30.6,35,72.3,27
698.1272822,192.1,77.6,30.6,35,72.3,27
698.7561051,192.5,77.6,30.6,35,72.3,27
699.3513019,192.9,77.4,30.6,35,72.3,26.5
699.9483538,192.9,77.4,30.6,35,72.3,27
700.5451813,193.3,77.4,30.6,35,72.3,27
701.160403,193.3,77.3,30.6,35,72.3,27
701.7599808,193.7,77.3,30.6,35,72.1,27
702.3557727,193.7,77.3,30.6,35,72.3,27
702.9538478,193.7,77.3,30.6,34.7,72.3,27
703.5535668,193.7,77.1,30.6,34.7,72.5,27
704.1502774,193.7,77.1,30.6,34.7,72.5,27
704.7504696,193.7,76.9,30.6,34.7,72.6,27
705.3461933,193.7,76.9,30.6,34.7,72.6,27
705.9432153,193.7,76.8,30.2,33.9,72.5,26.5
706.5582082,193.7,76.6,30.6,34.7,72.6,27
707.1550397,193.7,76.6,30.6,34.7,72.6,27
707.7843509,193.3,76.5,30.6,34.7,72.6,27
708.3797042,193.3,76.3,30.6,34.7,72.6,27
708.976385,192.9,76.1,31.1,34.7,72.6,27
709.5570627,192.9,76.1,31.1,34.7,72.6,27
710.156668,192.5,76,30.6,35,72.6,27
710.7942841,192.1,75.8,31.1,35,72.5,27
711.3915911,191.7,75.8,30.6,35,72.5,27.5
712.0056979,191.3,75.6,31.1,34.7,72.5,27
712.6309505,190.9,75.5,30.6,34.7,72.3,27
713.2273349,190.5,75.5,30.6,34.7,72.3,27
713.8559122,190.1,75.5,31.1,34.7,72.3,27
714.449708,189.7,75.3,31.1,34.7,72.3,27
715.0784408,188.9,75.3,31.1,34.7,72.3,27
715.6884749,188.5,75.3,30.6,34.3,72.1,27
716.3011884,188.1,75.1,30.6,34.3,72.1,27
716.9106493,187.3,75.1,30.6,34.3,72.1,27
717.5393533,187,75.1,31.1,34.3,72,27
718.1387123,186.6,75.1,30.6,34.3,72,27
718.7485064,186.2,75.1,30.6,34.3,72.1,27
719.3584146,185.8,75.1,31.1,34.3,72,26.5
719.9698263,185.5,75.1,31.1,33.9,72,27
720.565633,184.7,75.3,31.1,34.3,72,27
721.1771321,184.4,75.3,31.1,33.9,71.8,27
721.7729614,184,75.3,30.6,33.9,71.8,27
722.4126059,183.7,75.5,30.6,33.9,71.6,27.5
723.0270515,183.3,75.6,30.6,33.9,71.6,27
723.621712,182.6,75.8,31.1,33.9,71.5,27
724.2146913,182.3,75.8,31.1,33.9,71.5,27
724.8128553,181.9,76,30.6,33.9,71.6,27
725.4362411,181.6,76.1,30.6,33.9,71.5,27.5
726.0462261,181.2,76.3,31.1,33.9,71.6,27.5
726.6452318,180.9,76.5,31.1,33.9,71.5,27
727.2413804,180.5,76.6,31.1,33.9,71.5,27
727.8689126,179.9,76.8,31.1,33.9,71.6,27
728.4780302,179.5,76.9,31.1,33.9,71.6,27
729.0933836,179.2,76.9,30.6,33.9,71.6,27
729.6893513,178.9,77.1,31.1,33.9,71.6,27
730.2874303,178.5,77.3,31.1,33.9,71.6,27.5
730.8834929,178.2,77.4,31.1,33.9,71.5,27
731.4957991,177.9,77.6,31.1,33.9,71.5,27
732.0930263,177.3,77.7,31.1,33.5,71.3,27
732.6890658,176.9,77.9,31.1,33.9,71.1,27
733.2870699,176.9,78.1,31.1,33.9,71.1,27
733.8850743,176.3,78.2,31.1,33.9,70.9,27
734.4938121,176,78.4,31.1,33.5,70.9,27
735.0914408,176,78.5,31.5,33.9,70.8,27
735.6847131,175.7,78.7,31.1,33.9,70.8,27
736.2806192,175.4,78.9,31.1,33.9,70.8,27
736.9040524,175.4,79,31.1,33.9,70.8,27
737.4975649,175.1,79.2,31.5,33.5,70.8,27
738.0925433,175.1,79.3,31.1,33.9,70.8,27
738.6896091,175.1,79.5,31.5,33.9,70.8,27
739.3005464,174.7,79.8,31.5,33.9,70.6,27
739.9269641,174.7,80,31.1,33.9,70.6,27
740.5393285,174.4,80.1,31.1,33.5,70.4,27
741.1378386,174.4,80.3,31.1,33.5,70.2,27
741.7653718,174.1,80.4,31.5,33.5,70.2,27
742.3782211,174.1,80.6,31.1,33.5,70.1,27.5
742.9740176,173.8,80.7,31.1,33.5,70.1,27
743.5661242,173.8,80.9,31.1,33.5,69.9,27
744.178367,173.5,81.2,31.1,33.5,69.9,27
744.7928847,173.5,81.4,31.1,33.5,69.7,27
745.4201326,173.5,81.5,31.1,33.5,69.7,27
746.0466396,173.5,81.8,31.1,33.5,69.5,27
746.6476228,173.2,82,31.1,33.5,69.4,27.5
747.2441915,173.2,82,31.5,33.1,69.2,27
747.8385421,173.2,82.1,31.1,33.1,69,27
748.4351141,173.2,82.1,31.5,33.1,69,27
749.0629737,173.2,82,31.1,33.5,69,27
749.6586969,173.2,81.8,31.5,33.5,68.8,27
750.2542538,173.2,81.5,31.1,33.5,68.8,27
750.8538894,172.9,81.2,31.1,33.1,68.7,27
751.4655359,172.9,80.7,30.6,33.1,68.5,27.5
752.0780302,173.2,80.6,31.5,33.1,68.5,27
752.6901873,173.2,80.3,31.1,33.1,68.3,27
753.3189716,173.2,80,31.1,33.1,67.9,27
753.9100937,173.2,79.8,31.5,33.1,67.9,27
754.5053649,173.2,79.6,31.1,33.1,67.8,27
755.103584,173.2,79.5,31.1,33.1,67.6,27
755.7172709,173.2,79.3,31.5,33.1,67.4,27
756.326636,173.2,79.3,31.5,33.1,67,27
756.9226123,173.2,79.3,31.1,33.1,66.8,27.5
757.5156833,173.2,79.3,31.1,33.1,66.3,27
758.1317977,173.2,79.5,31.5,33.1,62.7,27
758.7450797,173.2,79.5,31.5,32.7,62.3,27
759.3705914,173.2,79.6,31.1,32.7,62.5,27
759.9717966,173.2,79.8,31.5,32.7,62.9,27
760.6136598,173.2,80,31.5,33.1,63.1,27
761.20993,173.2,80.3,31.5,33.1,63.5,27
761.8053981,173.2,80.4,31.5,32.7,63.5,27
762.4196945,173.2,80.6,31.5,33.1,63.6,27
763.0456894,173.2,80.9,31.5,32.7,63.8,27
763.6589171,173.2,81,31.1,32.7,63.8,27
764.2553105,173.2,81.4,31.5,33.1,64,27
764.849626,173.2,81.5,31.1,32.7,64.2,27
765.5079326,173.2,81.8,31.5,33.1,64.2,27.5
766.1049393,173.2,82.1,31.1,33.1,64.6,27
766.7006666,173.5,82.3,31.5,33.1,64.8,27
767.294229,173.2,82.4,31.1,33.1,65.2,27
