Time_s,Temperature1_C,Temperature2_C
944.7875686,183,80.6
945.385866,182.6,80.7
945.9830359,182.6,80.7
946.5795412,182.3,80.7
947.1761914,182.3,80.7
947.7732929,182.3,80.9
948.3858056,182.3,81
948.9820398,182.3,81.2
949.5797864,182.3,81.4
950.2097112,182.3,81.5
950.8078655,181.9,81.5
951.4050333,182.3,81.7
951.9979458,182.3,81.8
952.5951699,182.3,81.8
953.191513,182.3,82
953.7868518,182.3,82.1
954.3858892,181.9,82
954.9825078,182.3,82.1
955.5773928,181.9,82.1
956.1731567,181.9,82.3
956.7703408,181.9,82.3
957.3654994,181.9,82.3
957.95907,181.9,82.3
958.5586623,182.3,82.3
959.1534396,182.3,82.3
959.7680031,182.3,82.3
960.3656072,182.3,82.1
960.9903879,182.6,82.1
961.5890916,182.6,82.3
962.1597259,183,82
962.7443977,183,82
963.3206181,183.3,82
963.9272569,183.3,82
964.5404396,183.7,82
965.1026402,183.7,81.8
965.6741607,184,81.8
966.2472619,184,81.8
966.8210638,184.4,81.7
967.4392045,184.4,81.7
968.0414374,184.4,81.7
968.6119906,184.4,81.5
969.2081021,184.7,81.5
969.7792765,184.7,81.4
970.3582904,185.1,81.4
970.9753533,185.1,81.2
971.5614035,185.5,81.2
972.1741251,185.5,81.2
972.7948652,185.8,81
973.3984184,185.8,81
974.0165708,186.2,81
974.6362952,186.2,81
975.2040994,186.6,80.9
975.8061681,187,80.9
976.4202043,187,80.9
977.0314219,187,80.9
977.633679,187.3,80.9
978.2433642,187.7,80.9
978.8541202,187.3,80.7
979.4185745,187.7,80.7
979.9829628,187.7,80.7
980.595919,187.7,80.7
981.1652428,188.1,80.7
981.776865,187.7,80.7
982.3906516,188.1,80.7
982.9659492,188.1,80.7
983.5625299,187.7,80.6
984.1777253,187.7,80.6
984.7832317,187.7,80.6
985.3878373,187.7,80.6
986.0049847,187.7,80.4
986.5732818,187.7,80.4
987.1847574,187.3,80.3
987.7828247,187.3,80.3
988.3791115,187.3,80.1
988.9753445,187,80.3
989.570993,187,80.3
990.1636714,187,80.1
990.7777487,187,80
991.4063046,186.6,80.1
992.0002414,186.2,80
992.6136472,186.2,80
993.2129837,185.8,80
993.8087219,185.8,79.8
994.4051802,185.8,79.8
995.0351922,185.5,79.6
995.6334158,185.5,79.5
996.2288779,185.1,79.5
996.8249372,185.1,79.3
997.4211254,185.1,79.2
998.0337172,185.1,79.2
998.6319972,184.7,78.9
999.227611,184.7,78.9
999.8408977,184.4,78.7
1000.4350422,184.4,78.5
1001.0326922,184.4,78.5
1001.6282676,184,78.4
1002.2409596,184,78.2
1002.8347628,183.7,78.2
1003.4291259,183.3,78.1
1004.0226525,183,78.1
1004.6218394,182.6,77.9
1005.2195786,182.3,77.9
1005.8156379,181.9,77.7
1006.4117491,181.6,77.7
1007.0258785,181.2,77.7
1007.618359,180.9,77.6
1008.2150756,180.5,77.6
1008.8094549,180.2,77.6
1009.4052314,179.5,77.6
1010.0201451,179.5,77.4
1010.6148908,179.2,77.4
1011.2114007,178.5,77.4
1011.8073271,178.2,77.4
1012.4160958,177.9,77.4
1013.0126339,177.6,77.4
1013.6075282,177.3,77.4
1014.2027974,176.9,77.4
1014.7989413,176.6,77.6
1015.3939467,176.3,77.6
1015.9923337,176,77.6
1016.587922,175.7,77.7
1017.184273,175.4,77.7
1017.7768453,175.4,77.9
1018.3738057,175.1,77.9
1018.9754722,174.7,78.1
1019.556159,174.7,78.2
1020.1527185,174.4,78.4
1020.7323161,174.4,78.4
1021.326493,174.4,78.5
1021.9209467,174.4,78.7
1022.5180092,174.1,78.7
1023.1137145,174.1,78.9
1023.7081321,174.4,79
1024.3035143,174.1,79
1024.9327356,174.4,79.2
1025.560089,174.4,79.3
1026.1570341,174.4,79.5
1026.7515599,174.4,79.6
1027.3473386,174.4,79.8
1027.959507,174.4,79.8
1028.5549365,174.4,80
1029.1655395,174.4,80.1
1029.761489,174.4,80.3
1030.359688,174.4,80.4
1030.9699932,174.7,80.6
1031.5831391,175.1,80.7
1032.1808149,175.1,80.9
1032.7777922,175.1,81
1033.3903661,175.1,81
1033.9850646,175.1,81.2
1034.5822638,175.4,81.4
1035.1961248,175.4,81.4
1035.7904847,175.4,81.5
1036.3846727,175.7,81.7
1036.982268,176,81.8
1037.5948711,176,81.8
1038.1898464,176.3,82
1038.7875575,176.3,82.1
1039.3692389,176.6,82.3
1039.9670792,176.9,82.3
1040.5608076,176.9,82.4
1041.1717474,177.3,82.6
1041.7663913,177.3,82.7
1042.394023,177.6,82.9
1042.9894034,177.9,83
1043.6030051,177.9,83.2
1044.2169014,178.2,83.4
1044.8275673,178.2,83.4
1045.4409185,178.5,83.2
1046.0356074,178.9,83.2
1046.6634718,178.9,82.9
1047.2875702,178.9,82.7
1047.8819291,179.2,82.3
1048.4952284,179.2,82
1049.1234719,179.5,81.7
1049.7050213,179.5,81.5
1050.29647,179.9,81.2
1050.8921634,179.9,81
1051.4866145,179.9,80.9
1052.084143,180.2,80.7
1052.6952979,180.2,80.6
1053.3244442,180.2,80.7
1053.9190208,180.5,80.7
1054.5013854,180.5,80.7
1055.1148727,180.5,80.7
1055.7112004,180.9,80.9
1056.305671,180.9,81
1056.9017232,180.9,81.2
1057.4998793,180.9,81.4
1058.0964517,180.9,81.7
1058.7250782,181.2,81.8
1059.3370702,181.2,82
1059.9599453,181.2,82.3
1060.5708251,181.2,82.4
1061.1694747,181.2,82.6
1061.7655942,181.2,82.9
1062.362173,181.6,83.2
1062.9602093,181.6,83.2
1063.5727997,181.9,83.4
1064.1690202,182.3,83.4
1064.7852921,182.3,83.2
1065.3825771,182.6,83
1065.9788646,182.6,82.6
1066.5737093,183,82.3
