Time_s,Top_C,Bottom_C,Capplate_C,Cylinder_C,Thermalbridge_C,Baseplate_C
65.0082929,51.1,47,29.8,31.5,31.9,28.4
65.6174735,51.4,47.3,29.3,31.9,32.3,28.9
66.2329684,51.4,47.3,29.8,31.5,32.3,28.4
66.8593992,51.9,47.5,29.3,31.5,32.3,28.4
67.4470588,52.1,47.8,29.3,31.9,32.3,28.9
68.038459,52.3,47.8,29.8,31.5,32.3,28.4
68.6769671,52.3,48.1,29.3,31.5,32.3,28.4
69.2961157,52.1,48.6,29.3,31.5,32.7,28.9
69.9159946,53.3,48.3,29.3,31.9,32.7,28.9
70.5254663,53.5,48.6,29.3,31.5,32.3,28.4
71.1368162,53.8,48.6,29.8,31.9,32.7,28.9
71.7538952,54.2,48.9,29.3,31.5,32.7,28.4
72.3459509,54.2,49.1,29.3,31.9,33.1,28.9
72.9450745,54.7,49.4,29.3,31.5,32.7,28.9
73.5650604,54.9,49.6,29.3,31.5,32.7,28.9
74.1809896,55.1,49.9,29.3,31.5,32.7,28.4
74.7907167,55.6,49.9,29.3,31.5,32.7,28.4
75.424681,55.6,50.1,29.3,30.6,32.3,28.9
76.0437269,56,50.1,29.8,31.5,32.7,28.9
76.6396921,56.2,50.4,29.3,31.5,32.7,28.9
77.259024,56.5,50.6,29.3,31.5,33.1,28.9
77.8651867,56.7,50.9,28.4,31.5,33.1,28.9
78.4778999,57.1,50.9,28.4,31.1,33.1,28.9
79.1488157,57.3,50.4,30.2,30.6,33.1,28.4
79.7445697,57.6,51.6,29.3,31.1,33.1,28.9
80.3655373,57.8,51.6,29.3,31.9,33.1,28.9
81.0008319,58.2,51.6,29.8,31.9,33.1,28.4
81.6117752,58.4,51.9,29.3,32.3,33.1,28.4
82.200827,58.6,52.1,29.8,31.9,33.1,28.9
82.8178461,58.8,52.3,29.8,31.9,32.7,28.4
83.4278709,59.2,52.1,28.9,31.9,33.1,28.4
84.0580819,59,52.8,29.3,31.5,33.1,28.4
84.6936596,59.7,52.8,30.2,30.2,33.5,28.4
85.3133257,60.1,53.1,29.3,31.5,33.5,28.9
85.9252148,60.5,53.1,29.8,31.5,33.5,28.4
86.5626925,60.5,53.3,29.8,31.1,33.1,28.4
87.1664382,60.9,53.5,29.3,31.5,33.5,28.9
87.765676,61.1,53.5,29.3,31.5,33.5,28.9
88.3599261,61.3,53.8,29.3,31.1,33.1,28.9
88.9655975,61.1,54.2,29.8,31.9,33.5,28.9
89.5682833,61.9,54.2,28.9,31.5,33.5,28.4
90.1885529,62.3,54.4,29.3,32.3,33.9,28.9
90.8074622,62.5,54.4,28.9,31.9,33.9,28.9
91.4424899,62.7,54.4,29.8,31.9,33.5,28.9
92.0559799,62.9,54.9,29.3,31.9,33.5,28.9
92.6573034,63.3,55.1,29.8,31.9,33.5,28.9
93.2582447,63.5,54.9,29.3,31.1,33.5,28
93.8672411,63.6,55.1,29.8,31.1,33.5,28.4
94.5089916,64.2,55.4,29.8,31.9,32.7,28.9
95.1290819,64.2,55.4,29.8,31.9,33.9,28.9
95.7434419,64.8,56,29.3,32.3,33.9,28.9
96.3571659,64.8,55.4,30.2,31.9,33.9,28.9
96.9503451,65,56.2,29.8,31.9,33.9,28.4
97.558378,65.4,56.5,29.3,31.9,34.3,28.9
98.1800731,65.5,56.7,29.3,31.9,34.3,29.3
98.7983706,65.9,56.9,28.9,31.9,34.3,28.9
99.4243263,65.9,56.9,29.3,31.9,34.3,28.4
100.0648425,66.3,57.1,29.3,31.9,33.5,28.9
100.6570381,66.7,57.6,28,32.3,34.3,28.4
101.273748,66.8,57.6,29.8,30.2,34.7,28.4
101.8557658,67,57.8,29.3,31.9,34.3,28.4
102.4551764,67.2,58,29.3,31.5,33.9,28.4
103.0600093,67.8,58.2,29.3,31.9,34.3,28.9
103.676665,67.9,58,29.3,31.9,34.3,28.9
104.2946315,67.6,58.4,29.3,31.9,34.3,28.9
104.9044973,68.5,58.8,29.8,31.9,34.3,28.4
105.5300864,68.5,59,29.3,31.9,34.7,28.4
106.1458923,68.8,59.2,29.3,31.9,34.3,28.4
106.7499964,69,59.2,29.3,31.5,33.5,28.9
107.3679637,69.2,59.7,29.3,31.9,34.7,28.9
107.9886462,69.4,59.7,29.3,31.9,34.7,28.4
108.5707005,69.7,59.9,29.3,31.5,34.3,28.4
109.1780197,70.1,60.1,29.3,31.9,35,28.4
109.841924,70.2,60.3,29.8,31.9,34.7,27.5
110.4465676,70.6,60.5,29.3,31.9,35,28.9
111.0705141,70.8,60.7,29.3,31.5,34.7,28.9
111.7000045,70.9,60.7,29.8,31.5,34.7,28.4
112.2976776,71.1,60.7,29.8,31.5,34.7,28.4
112.9201939,71.5,61.1,29.8,31.5,34.7,28.4
113.5558583,71.6,61.1,29.8,31.5,34.7,28.4
114.1689321,72,61.1,29.8,31.9,34.7,28.9
114.7476893,72.1,61.3,29.3,31.1,34.3,28.9
115.3455161,72.3,61.3,29.3,31.5,34.7,28.4
115.943359,72.6,61.5,29.3,31.5,34.7,28.9
116.5200485,73,61.7,28.9,32.3,34.7,28.9
117.1326386,73,61.9,29.3,31.5,35,28.9
117.7572331,73.3,62.1,29.8,31.9,34.7,28.4
118.3500323,73.7,61.9,28.9,31.5,35,28.9
118.9501343,74,62.3,28.9,32.3,35,28.4
119.5645643,74.3,62.5,29.3,31.9,34.3,29.3
120.1709246,74.3,62.5,28.9,31.5,34.7,28.9
120.7562288,74.5,62.7,29.8,31.9,35.4,28.9
121.3592962,75,62.5,29.3,32.3,34.3,28.4
121.9940278,74.8,62.7,28.9,31.9,35.4,28.4
122.6393316,75.5,62.9,29.8,31.5,35,28.4
123.2598056,75.6,63.1,28,31.5,35.4,28.9
123.8947149,76,63.5,29.3,31.9,35.8,29.3
124.4968636,76.1,63.5,29.8,31.9,35.4,28.4
125.1649376,76.5,63.6,29.3,31.9,35.4,28.9
125.7800482,76.8,63.8,28.9,32.3,35.8,28.9
